"Richburg, Weston",Colorado St.,OL,5.32,75,33.375,298,9.25,5.1,25.0,25.5,106.0,7.93,4.63
"Roberson, Marcus",Florida,DB,5.4,72,31.0,191,9.25,4.61,8.0,37.5,120.0,6.84,4.08
"Robinson, Allen",Penn St.,WO,5.7,74,32.0,220,9.5,4.6,,39.0,127.0,7.0,4.0
"Robinson, Greg",Auburn,OL,6.75,77,35.0,332,10.0,4.92,32.0,28.5,113.0,7.8,4.86
"Roby, Bradley",Ohio St.,DB,6.0,71,31.5,194,10.25,4.39,17.0,38.5,124.0,,4.04
"Rodgers, Richard",California,TE,5.2,76,32.625,257,10.125,4.87,16.0,31.5,116.0,7.23,4.47
"Sam, Michael",Missouri,DL,5.22,74,33.375,261,9.375,4.91,17.0,25.5,114.0,7.8,
"Sankey, Bishop",Washington,RB,5.3,69,31.0,209,10.0,4.49,26.0,35.5,126.0,6.75,4.0
"Santos, Cairo",Tulane,ST/K,5.1,68,28.5,164,8.875,,,,,,
"Saunders, Jalen",Oklahoma,WO,5.22,69,30.0,165,8.875,4.44,,34.0,122.0,,
"Savage, Tom",Pittsburgh,QB,5.18,76,31.625,228,9.625,4.97,,27.0,105.0,7.33,4.36
"Schofield, Michael",Michigan,OL,5.2,78,34.0,301,9.625,5.01,,24.0,93.0,7.62,4.57
"Seastrunk, Lache",Baylor,RB,5.28,69,30.0,201,9.25,4.51,15.0,41.5,134.0,,
"Seferian-Jenkins,",Washington,TE,5.5,72,33.75,262,9.75,,20.0,,,,
"Shaw, Connor",South Carolina,QB,5.0,72,30.0,206,9.25,4.66,,34.0,116.0,7.07,4.33
"Shazier, Ryan",Ohio St.,LB,6.15,73,32.375,237,10.0,,25.0,42.0,130.0,6.91,4.21
"Shembo, Prince",Notre Dame,LB,5.32,73,33.125,253,10.5,4.71,26.0,38.5,122.0,7.29,4.31
"Sims, Charles",West Virginia,RB,5.36,72,31.0,214,8.25,4.48,17.0,37.5,126.0,7.16,4.3
"Skov, Shayne",Stanford,LB,5.5,74,30.625,245,10.0,,,,,,
"Smallwood, Yawin",Connecticut,LB,5.35,74,31.75,246,9.5,5.01,18.0,36.5,108.0,,
"Smith, Chris",Arkansas,DL,5.31,73,34.125,266,9.5,4.71,28.0,37.0,121.0,7.55,
"Smith, Jerome",Syracuse,RB,5.05,71,30.875,220,9.75,4.84,14.0,36.0,118.0,7.53,4.6
"Smith, Marcus",Louisville,DL,5.39,75,34.0,251,10.0,4.68,23.0,35.0,121.0,7.48,
"Smith, Telvin",Florida St.,LB,5.32,75,32.5,218,10.25,4.52,,31.5,119.0,,
"Snead, Willie",Ball St.,WO,5.16,71,33.0,195,10.25,4.62,11.0,33.5,113.0,7.19,4.39
"Sorensen, Daniel",BYU,S,5.05,73,31.0,205,8.5,4.67,13.0,32.0,114.0,6.47,3.95
"Southward, Dezmen",Wisconsin,S,5.22,72,30.625,211,10.0,,,,,,
"Starr, Tyler",South Dakota,LB,4.9,76,32.5,250,9.5,4.95,24.0,32.0,116.0,6.64,4.15
"Steen, Anthony",Alabama,OL,5.31,75,30.5,314,9.125,,,,,,
"Stephen, Shamar",Connecticut,DL,5.42,77,33.125,309,10.0,5.25,25.0,30.5,103.0,,
"Stewart, Josh",Oklahoma St.,WO,5.14,70,30.0,178,9.375,4.69,11.0,35.0,117.0,7.1,4.33
"Stinson, Ed",Alabama,DL,5.75,75,33.75,287,9.375,,,,,,
"Stone, James",Tennessee,OL,5.1,76,33.875,306,10.125,5.17,22.0,27.5,105.0,8.16,4.63
"Stork, Bryan",Florida St.,OL,5.15,76,32.25,315,10.125,,,,,,
"Street, Devin",Pittsburgh,WO,5.23,75,33.375,198,9.25,4.55,,37.0,124.0,6.89,4.01
"Su'a-Filo, Xavier",UCLA,OL,5.65,76,33.375,307,9.375,5.04,25.0,25.0,102.0,7.6,4.44
"Sunseri, Vinnie",Alabama,S,5.14,71,30.0,210,10.0,,18.0,,,,
"Sutton, Will",Arizona State,DL,5.55,72,31.25,303,10.0,5.36,24.0,28.5,99.0,7.93,
"Swanson, Travis",Arkansas,OL,5.5,77,33.125,312,10.0,5.28,20.0,26.0,95.0,7.73,4.65
"Taliaferro, Lorenz",Coastal Carolina,RB,5.05,72,32.0,229,8.375,4.58,18.0,33.0,118.0,6.88,4.22
"Thomas, Brandon",Clemson,OL,5.45,75,34.75,317,10.5,5.09,35.0,29.0,98.0,8.13,4.83
"Thomas, De'Anthony",Oregon,RB,5.49,69,29.875,174,8.125,4.5,8.0,32.0,124.0,,
"Thomas, Jemea",Georgia Tech,DB,5.14,69,30.625,192,10.0,4.55,19.0,37.0,125.0,,
"Thomas, Logan",Virginia Tech,QB,5.42,78,34.25,248,10.875,4.61,,35.5,118.0,7.05,4.18
"Thomas, Robert",Arkansas,DL,4.5,73,33.875,327,10.0,,32.0,,,,
"Thornton, Khyri",Southern Miss,DL,5.0,75,32.5,304,9.5,5.03,28.0,29.0,112.0,7.83,
"Tialavea, D.J.",Utah St.,TE,4.75,75,33.625,267,9.25,,,,,,
"Tripp, Jordan",Montana,LB,5.1,75,30.75,234,9.625,4.67,22.0,37.5,120.0,6.89,3.96
"Tuitt, Stephon",Notre Dame,DL,6.25,77,34.75,304,10.0,,31.0,,,,
"Turner, Billy",North Dakota St.,OL,5.24,77,34.0,315,10.0,5.16,25.0,28.0,108.0,7.92,4.71
"Turner, Trai",LSU,OL,5.15,75,34.0,310,9.5,4.93,25.0,27.5,,,
"Uko, George",USC,DL,5.05,75,33.25,284,10.125,4.99,18.0,29.5,110.0,,
"Unga, Devin",BYU,LB,5.2,73,31.375,231,10.0,,,,,,
"Urban, Brent",Virginia,DL,5.32,79,34.25,295,9.75,,,,,,
"Urschel, John",Penn St.,OL,5.55,75,33.0,313,10.375,5.31,30.0,29.0,102.0,7.55,4.47
"Van Noy, Kyle",BYU,LB,5.55,75,31.625,243,9.625,4.71,21.0,32.5,112.0,7.22,4.2
"Vaughan, Dustin",West Texas A&M,QB,4.85,77,33.0,235,8.875,4.95,,29.0,108.0,7.25,4.43
"Vereen, Brock",Minnesota,S,5.37,72,30.0,199,8.25,4.47,25.0,34.0,117.0,6.9,4.07
"Verrett, Jason",TCU,DB,5.75,69,30.625,189,9.25,4.38,,39.0,128.0,6.69,4.0
"Ward, Jimmie",Northern Illinois,S,5.12,71,31.0,193,9.375,,9.0,,,,
"Washington, L'Dami",Missouri,WO,5.2,76,33.375,195,9.0,4.46,8.0,32.0,115.0,7.19,4.35
"Washington, Todd",Southeastern Louis,anaDB,5.15,71,31.125,196,8.75,,13.0,,,,
"Watkins, Jaylen",Florida,DB,5.29,71,30.625,194,9.625,4.41,22.0,,,,
"Watkins, Sammy",Clemson,WO,7.0,71,32.0,211,9.625,4.43,16.0,34.0,126.0,6.95,4.34
"Watt, Chris",Notre Dame,OL,5.4,75,32.75,310,9.5,,29.0,,,,
"Webster, Larry",Bloomsburg,DL,5.22,78,33.5,252,10.125,4.58,17.0,36.5,123.0,7.29,
"Wenning, Keith",Ball St.,QB,5.0,75,31.25,218,10.0,5.0,,28.0,100.0,7.07,4.25
"West, Terrance",Towson,RB,5.4,69,31.0,225,9.125,4.54,16.0,33.5,120.0,,
"Westbrooks, Ethan",West Texas A&M,DL,5.23,75,33.25,267,9.625,4.9,19.0,29.0,110.0,7.3,
"Westbrooks, Lavell",Georgia Southern,DB,5.27,71,32.375,186,9.75,4.63,15.0,36.0,121.0,6.98,4.27
"Whaley, Chris",Texas,DL,5.05,75,32.125,269,9.125,,,,,,
"White, James",Wisconsin,RB,5.0,69,29.25,204,8.25,4.57,23.0,32.0,114.0,7.05,4.2
"Wilder, James",Florida St.,RB,5.22,75,32.0,232,9.75,4.86,18.0,35.0,121.0,6.92,4.24
"Williams, Andre",Boston College,RB,5.62,71,33.5,230,9.0,4.56,,38.0,129.0,7.27,4.06
"Williams, Damien",Oklahoma,RB,5.05,71,30.625,222,9.125,4.45,16.0,35.5,121.0,7.37,4.25
"Williamson, Avery",Kentucky,LB,4.9,73,32.75,246,9.5,4.66,25.0,30.5,120.0,7.11,4.07
"Wilson, Albert",Georgia State,WO,4.75,69,30.375,202,9.125,4.43,10.0,37.5,123.0,7.0,4.21
"Wynn, Kerry",Richmond,DL,4.65,77,31.75,266,9.125,4.97,31.0,34.0,113.0,,
"Yankey, David",Stanford,OL,5.4,78,34.0,315,9.5,5.48,22.0,28.5,103.0,7.81,4.86
"Zumwalt, Jordan",UCLA,LB,5.33,76,31.25,235,8.75,4.76,,33.0,116.0,6.99,4.25
